game_id,HomeTeam,AwayTeam,home_score,away_score,season,datetime,elo_home,elo_away
2017-12-23EvertonChelsea,Everton,Chelsea,0.0,0.0,2017/2018,2017-12-23,752.1269909997225,1107.7719208677868
2017-12-23LeicesterMan United,Leicester,Man United,2.0,2.0,2017/2018,2017-12-23,645.1126452595205,1063.4181466391854
2017-12-23Man CityBournemouth,Man City,Bournemouth,4.0,0.0,2017/2018,2017-12-23,1448.3532299690232,662.8181664310913
2017-12-23SouthamptonHuddersfield,Southampton,Huddersfield,1.0,1.0,2017/2018,2017-12-23,641.9908982411823,552.0482467092713
2017-12-23StokeWest Brom,Stoke,West Brom,3.0,1.0,2017/2018,2017-12-23,492.2583630979765,594.1206097948157
2017-12-23SwanseaCrystal Palace,Swansea,Crystal Palace,1.0,1.0,2017/2018,2017-12-23,624.8235094173863,543.889857009208
2017-12-23West HamNewcastle,West Ham,Newcastle,2.0,3.0,2017/2018,2017-12-23,513.1979861473475,577.6056928215068
2017-12-26BournemouthWest Ham,Bournemouth,West Ham,3.0,3.0,2017/2018,2017-12-26,664.2368834470094,525.8890816045421
2017-12-26ChelseaBrighton,Chelsea,Brighton,2.0,0.0,2017/2018,2017-12-26,1109.7517706478504,923.2399538965896
2017-12-26HuddersfieldStoke,Huddersfield,Stoke,1.0,1.0,2017/2018,2017-12-26,550.0337763950714,487.36406165471107
2017-12-26LiverpoolSwansea,Liverpool,Swansea,5.0,0.0,2017/2018,2017-12-26,1053.4012558060954,615.6446444629964
2017-12-26Man UnitedBurnley,Man United,Burnley,2.0,2.0,2017/2018,2017-12-26,1064.3059798575332,686.5441372042015
2017-12-26TottenhamSouthampton,Tottenham,Southampton,5.0,2.0,2017/2018,2017-12-26,1251.763845743199,633.5710538494488
2017-12-26WatfordLeicester,Watford,Leicester,2.0,1.0,2017/2018,2017-12-26,585.227650329191,645.3067875760291
2017-12-26West BromEverton,West Brom,Everton,0.0,0.0,2017/2018,2017-12-26,591.9530470922803,750.8594893191383
2017-12-27NewcastleMan City,Newcastle,Man City,0.0,1.0,2017/2018,2017-12-27,568.079628100533,1460.4136955910192
2017-12-28Crystal PalaceArsenal,Crystal Palace,Arsenal,2.0,3.0,2017/2018,2017-12-28,549.8644547589545,1013.062954157841
2017-12-30BournemouthEverton,Bournemouth,Everton,2.0,1.0,2017/2018,2017-12-30,668.389758701905,752.2438749407893
2017-12-30ChelseaStoke,Chelsea,Stoke,5.0,0.0,2017/2018,2017-12-30,1127.3651390684975,466.89592879633767
2017-12-30HuddersfieldBurnley,Huddersfield,Burnley,0.0,0.0,2017/2018,2017-12-30,556.2234634080146,690.1981171508926
2017-12-30LiverpoolLeicester,Liverpool,Leicester,2.0,1.0,2017/2018,2017-12-30,1076.4454010887882,646.5579321411532
2017-12-30Man UnitedSouthampton,Man United,Southampton,0.0,0.0,2017/2018,2017-12-30,1068.664236230357,642.2779127939176
2017-12-30NewcastleBrighton,Newcastle,Brighton,0.0,0.0,2017/2018,2017-12-30,566.1710936011486,920.0189602646024
2017-12-30WatfordSwansea,Watford,Swansea,1.0,2.0,2017/2018,2017-12-30,568.4477540576208,622.1588894573435
2017-12-31Crystal PalaceMan City,Crystal Palace,Man City,0.0,0.0,2017/2018,2017-12-31,548.2345831021903,1449.0010188558783
2017-12-31West BromArsenal,West Brom,Arsenal,1.0,1.0,2017/2018,2017-12-31,593.4939502790722,1012.6861152792353
